8,4,29
8,5,31
8,6,6
8,7,6
8,8,29
8,9,31
8,10,1
8,11,1
8,12,29
8,13,31
8,14,1
8,15,1
8,16,29
8,17,31
8,18,1
8,19,1
8,20,29
8,21,31
8,22,7
8,23,7
8,24,29
8,25,31
8,26,1
8,27,1
8,28,29
8,29,31
8,30,21
8,31,27
9,0,21
9,1,27
9,2,3
9,3,1
9,4,30
9,5,32
9,6,6
9,7,6
9,8,30
9,9,32
9,10,1
9,11,1
9,12,30
9,13,32
9,14,1
9,15,1
9,16,30
9,17,32
9,18,1
9,19,1
9,20,30
9,21,32
9,22,7
9,23,7
9,24,30
9,25,32
9,26,1
9,27,1
9,28,30
9,29,32
9,30,21
9,31,27
10,0,21
10,1,27
10,2,3
10,3,1
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,8
10,17,10
10,18,1
10,19,1
10,20,1
10,21,1
10,22,1
10,23,1
10,24,7
10,25,7
10,26,1
10,27,1
10,28,1
10,29,3
10,30,21
10,31,27
11,0,21
11,1,27
11,2,3
11,3,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,1
11,9,1
11,10,1
11,11,1
11,12,1
11,13,1
11,14,1
11,15,1
11,16,9
11,17,11
11,18,1
11,19,1
11,20,1
11,21,1
11,22,1
11,23,1
11,24,7
11,25,7
11,26,1
11,27,1
11,28,5
11,29,3
11,30,21
11,31,27
12,0,21
12,1,27
12,2,3
12,3,1
12,4,29
12,5,31
12,6,7
12,7,7
12,8,29
12,9,31
12,10,1
12,11,1
12,12,29
12,13,31
12,14,3
12,15,3
12,16,29
12,17,31
12,18,1
12,19,1
12,20,29
12,21,31
12,22,7
12,23,7
12,24,29
12,25,31
12,26,1
12,27,1
12,28,29
12,29,31
12,30,21
12,31,27
13,0,21
13,1,27
13,2,3
13,3,1
13,4,30
13,5,32
13,6,7
13,7,7
13,8,30
13,9,32
13,10,1
13,11,1
13,12,30
13,13,32
13,14,3
13,15,3
13,16,30
13,17,32
13,18,1
13,19,1
13,20,30
13,21,32
13,22,7
13,23,7
13,24,30
13,25,32
13,26,1
13,27,1
13,28,30
13,29,32
13,30,21
13,31,27
14,0,21
14,1,27
14,2,3
14,3,1
14,4,7
14,5,7
14,6,1
14,7,1
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
14,13,1
14,14,1
14,15,1
14,16,12
14,17,14
14,18,1
14,19,1
14,20,1
14,21,1
14,22,1
14,23,1
14,24,1
14,25,1
14,26,1
14,27,1
14,28,1
14,29,3
14,30,21
14,31,27
15,0,21
15,1,27
15,2,3
15,3,1
15,4,7
15,5,7
15,6,1
15,7,1
15,8,1
15,9,1
15,10,1
15,11,1
15,12,1
15,13,1
15,14,1
15,15,1
15,16,13
15,17,15
15,18,1
15,19,1
15,20,1
15,21,1
15,22,1
15,23,1
15,24,1
15,25,1
15,26,1
15,27,1
15,28,5
15,29,3
15,30,21
15,31,27
16,0,21
16,1,27
16,2,3
16,3,1
16,4,29
16,5,31
16,6,1
16,7,1
16,8,29
16,9,31
16,10,7
16,11,7
16,12,29
16,13,31
16,14,1
16,15,1
16,16,29
16,17,31
16,18,1
16,19,1
16,20,29
16,21,31
16,22,8
16,23,10
16,24,29
16,25,31
16,26,1
16,27,1
16,28,29
16,29,31
16,30,21
16,31,27
17,0,21
17,1,27
17,2,3
17,3,1
17,4,30
17,5,32
17,6,1
17,7,1
17,8,30
17,9,32
17,10,7
17,11,7
17,12,30
17,13,32
17,14,1
17,15,1
17,16,30
17,17,32
17,18,1
17,19,1
17,20,30
17,21,32
17,22,9
17,23,11
17,24,30
17,25,32
17,26,1
17,27,1
17,28,30
17,29,32
17,30,21
17,31,27
18,0,21
18,1,27
18,2,3
18,3,1
18,4,1
18,5,1
18,6,1
18,7,1
18,8,1
18,9,1
18,10,1
18,11,1
18,12,1
18,13,1
18,14,1
18,15,1
18,16,16
18,17,18
18,18,1
18,19,1
18,20,1
18,21,1
18,22,1
18,23,1
18,24,1
18,25,1
18,26,1
18,27,1
18,28,1
18,29,3
18,30,21
18,31,27
19,0,21
19,1,27
19,2,3
19,3,1
19,4,1
19,5,1
19,6,1
19,7,1
19,8,1
19,9,1
19,10,1
19,11,1
19,12,1
19,13,1
19,14,1
19,15,1
19,16,17
19,17,19
19,18,1
19,19,1
19,20,1
19,21,1
19,22,1
19,23,1
19,24,1
19,25,1
19,26,1
19,27,1
19,28,5
19,29,3
19,30,21
19,31,27
20,0,21
20,1,27
20,2,8
20,3,10
20,4,29
20,5,31
20,6,16
20,7,18
20,8,29
20,9,31
20,10,3
20,11,3
20,12,29
20,13,31
20,14,1
20,15,1
20,16,29
20,17,31
20,18,16
20,19,18
20,20,29
20,21,31
20,22,1
20,23,1
20,24,29
20,25,31
20,26,12
20,27,14
20,28,29
20,29,31
20,30,21
20,31,27
21,0,21
21,1,27
21,2,9
21,3,11
21,4,30
21,5,32
21,6,17
21,7,19
21,8,30
21,9,32
21,10,3
21,11,3
21,12,30
21,13,32
21,14,1
21,15,1
21,16,30
21,17,32
21,18,17
21,19,19
21,20,30
21,21,32
21,22,1
21,23,1
21,24,30
21,25,32
21,26,13
21,27,15
21,28,30
21,29,32
21,30,21
21,31,27
22,0,21
22,1,27
22,2,3
22,3,1
22,4,1
22,5,1
22,6,1
22,7,1
22,8,1
22,9,1
22,10,1
22,11,1
22,12,1
22,13,1
22,14,1
22,15,1
22,16,3
22,17,3
22,18,1
22,19,1
22,20,1
22,21,1
22,22,1
22,23,1
22,24,1
22,25,1
22,26,1
22,27,1
22,28,1
22,29,3
22,30,21
22,31,27
23,0,21
23,1,27
23,2,3
23,3,1
23,4,1
23,5,1
23,6,1
23,7,1
23,8,1
23,9,1
23,10,1
23,11,1
23,12,1
23,13,1
23,14,1
23,15,1
23,16,3
23,17,3
23,18,1
23,19,1
23,20,1
23,21,1
23,22,1
23,23,1
23,24,1
23,25,1
23,26,1
23,27,1
23,28,5
23,29,3
23,30,21
23,31,27
24,0,21
24,1,27
24,2,3
24,3,1
24,4,29
24,5,31
24,6,1
24,7,1
24,8,29
24,9,31
24,10,1
24,11,1
24,12,29
24,13,31
24,14,1
24,15,1
24,16,29
24,17,31
24,18,1
24,19,1
24,20,29
24,21,31
24,22,12
24,23,14
24,24,29
24,25,31
24,26,1
24,27,1
24,28,29
24,29,31
24,30,22
24,31,28
25,0,21
25,1,27
25,2,3
25,3,1
25,4,30
25,5,32
25,6,1
25,7,1
25,8,30
25,9,32
25,10,1
25,11,1
25,12,30
25,13,32
25,14,1
25,15,1
25,16,30
25,17,32
25,18,1
25,19,1
25,20,30
25,21,32
25,22,13
25,23,15
25,24,30
25,25,32
25,26,1
25,27,1
25,28,30
25,29,32
25,30,7
25,31,7
26,0,21
26,1,27
26,2,3
26,3,1
26,4,1
26,5,1
26,6,1
26,7,1
26,8,1
26,9,1
26,10,1
26,11,1
26,12,3
26,13,3
26,14,1
26,15,1
26,16,1
26,17,1
26,18,1
26,19,1
26,20,1
26,21,1
26,22,1
26,23,1
26,24,8
26,25,10
26,26,1
26,27,1
26,28,1
26,29,1
26,30,6
26,31,33
27,0,21
27,1,27
27,2,3
27,3,1
27,4,1
27,5,1
27,6,1
27,7,1
27,8,1
27,9,1
27,10,1
27,11,1
27,12,3
27,13,3
27,14,1
27,15,1
27,16,1
27,17,1
27,18,1
27,19,1
27,20,1
27,21,1
27,22,1
27,23,1
27,24,9
27,25,11
27,26,1
27,27,1
27,28,1
27,29,1
27,30,6
27,31,1
28,0,21
28,1,27
28,2,3
28,3,5
28,4,29
28,5,31
28,6,5
28,7,1
28,8,29
28,9,31
28,10,5
28,11,1
28,12,29
28,13,31
28,14,5
28,15,1
28,16,29
28,17,31
28,18,5
28,19,1
28,20,29
28,21,31
28,22,5
28,23,1
28,24,29
28,25,31
28,26,5
28,27,1
28,28,29
28,29,31
28,30,7
28,31,7
29,0,21
29,1,27
29,2,3
29,3,3
29,4,30
29,5,32
29,6,3
29,7,3
29,8,30
29,9,32
29,10,3
29,11,3
29,12,30
29,13,32
29,14,3
29,15,3
29,16,30
29,17,32
29,18,3
29,19,3
29,20,30
29,21,32
29,22,3
29,23,3
29,24,30
29,25,32
29,26,3
29,27,3
29,28,30
29,29,32
29,30,20
29,31,26
30,0,21
30,1,24
30,2,23
30,3,23
30,4,23
30,5,23
30,6,23
30,7,23
30,8,23
30,9,23
30,10,23
30,11,23
30,12,23
30,13,23
30,14,23
30,15,23
30,16,23
30,17,23
30,18,23
30,19,23
30,20,23
30,21,23
30,22,23
30,23,23
30,24,23
30,25,23
30,26,23
30,27,23
30,28,23
30,29,23
30,30,24
30,31,27
31,0,22
31,1,25
31,2,25
31,3,25
31,4,25
31,5,25
31,6,25
31,7,25
31,8,25
31,9,25
31,10,25
31,11,25
31,12,25
31,13,25
31,14,25
31,15,25
31,16,25
31,17,25
31,18,25
31,19,25
31,20,25
31,21,25
31,22,25
31,23,25
31,24,25
31,25,25
31,26,25
31,27,25
31,28,25
31,29,25
31,30,25
31,31,28
